示范县,商品名称,链接,重量（斤）
,山东酱姜,https://detail.tmall.com/item.htm?spm=a230r.1.14.34.5697121a1Kfots&id=666462886112&ns=1&abbucket=14&skuId=4972486526266,1
,山东酱姜,https://detail.tmall.com/item.htm?spm=a230r.1.14.64.5697121a1Kfots&id=670074920182&ns=1&abbucket=14&skuId=4822727504470,1
,山东酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.76.5697121a1Kfots&id=670186510066&ns=1&abbucket=14#detail,1
,山东酱姜,https://detail.tmall.com/item.htm?spm=a230r.1.14.87.5697121a1Kfots&id=656808982458&ns=1&abbucket=14&skuId=4739541525163,1
,安徽铜陵酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.178.2d6d71adklCflY&id=622436636063&ns=1&abbucket=6#detail,2
,安徽铜陵酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.27.2d6d71adklCflY&id=644093184745&ns=1&abbucket=6#detail,2
,安徽铜陵酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.16.2d6d71adklCflY&id=535381923613&ns=1&abbucket=6#detail,2
,安徽铜陵酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.103.2d6d71adklCflY&id=642976627117&ns=1&abbucket=6#detail,2
,安徽铜陵酱姜,https://item.taobao.com/item.htm?spm=a230r.1.14.141.2d6d71adklCflY&id=607566807046&ns=1&abbucket=6#detail,1.3
,安徽铜陵酱姜,https://detail.tmall.com/item.htm?spm=a230r.1.14.108.2d6d71adklCflY&id=607299120463&ns=1&abbucket=6&skuId=4437836679657,1.3
,安徽铜陵酱姜,https://detail.tmall.com/item.htm?spm=a230r.1.14.21.2d6d71adklCflY&id=43472818857&ns=1&abbucket=6,3.2
江西上高,宜春上高富硒皇菊,https://item.jd.com/10037452331402.html ,20
江西上高,宜春上高富硒皇菊,https://item.jd.com/10037313468260.html,36
江西上高,宜春上高富硒皇菊,https://item.jd.com/10037450145873.html,64
江西上高,宜春上高富硒皇菊,https://detail.tmall.com/item.htm?spm=a230r.1.14.54.98f3170fISjcX2&id=555756514935&ns=1&abbucket=10,20
江西上高,宜春上高富硒皇菊,https://detail.tmall.com/item.htm?spm=a230r.1.14.25.2b6d3c52Ac75os&id=551491858731&ns=1&abbucket=10,32
江西上高,宜春上高富硒皇菊,https://detail.tmall.com/item.htm?spm=a230r.1.14.31.2b6d3c52Ac75os&id=547756863337&ns=1&abbucket=10,20
江西上高,宜春上高富硒皇菊,https://detail.tmall.com/item.htm?spm=a230r.1.14.37.2b6d3c52Ac75os&id=562093716202&ns=1&abbucket=10,24
,宜春市富硒皇菊,https://item.jd.com/10030140993616.html,20
,宜春市富硒皇菊,https://item.jd.com/10043381413489.html,20
,宜春市富硒皇菊,https://item.jd.com/10049574230380.html,20
,宜春市富硒皇菊,https://item.jd.com/10046293313072.html,20
,黄山金丝皇菊特级,https://detail.tmall.com/item.htm?spm=a230r.1.14.132.51fc1ab9Vx7Rx9&id=615762820502&ns=1&abbucket=8&skuId=4515199601442,27
,黄山金丝皇菊特级,https://detail.tmall.com/item.htm?spm=a230r.1.14.84.51fc1ab9Vx7Rx9&id=633462822812&ns=1&abbucket=8&skuId=4692435166044,36
,黄山金丝皇菊特级,https://detail.tmall.com/item.htm?spm=a230r.1.14.96.51fc1ab9Vx7Rx9&id=666851323723&ns=1&abbucket=8,32
